index;source_power_dbm;input_level_db;etalon_db;measured_db;correction_db;linear_input;linear_correction
0;10.0;-23.47722608375;9.360058024799999;-23.47722608375;0.0;0.06700985771998723;1.0
1;9.556451612903226;-23.928056577999996;8.910547631325;-23.928056577999996;0.0013201007749970017;0.06362051364578386;1.0001519937681704
2;9.112903225806452;-24.397620072499997;8.441964219125;-24.397620072499997;0.002300183074993356;0.06027247095874433;1.00026485343046
3;8.669354838709678;-24.832290545249997;8.007617425349999;-24.832290545249997;0.0026238620499938747;0.05733046611442258;1.000302128913869
4;8.225806451612904;-25.279212318;7.5615418000500005;-25.279212318;0.003470009499999094;0.05445520334360367;1.000399579417958
5;7.782258064516129;-25.727325692500003;7.1135522578499994;-25.727325692500003;0.003593841800004327;0.05171704656050118;1.0004138419367195
6;7.338709677419355;-26.1665538665;6.6744181152;-26.1665538665;0.003687873149999632;0.04916684113336586;1.0004246722347343
7;6.89516129032258;-26.609790742999998;6.231450151425;-26.609790742999998;0.003956785874997593;0.04672082068306721;1.000455645583524
8;6.451612903225806;-27.051490835000003;5.78991728285;-27.051490835000003;0.004124009299999898;0.044404343977581424;1.000474906849445
9;6.008064516129032;-27.49411891925;5.347056700675;-27.49411891925;0.0038915113749951047;0.04219821242546375;1.000448127183063
10;5.564516129032258;-27.93252223675;4.908530116675;-27.93252223675;0.003768244874997606;0.04012119761131424;1.000433929343907
11;5.120967741935484;-28.374277751;4.46746043235;-28.374277751;0.004454074800001706;0.038131695160837586;1.000512925813358
12;4.67741935483871;-28.810909685;4.030657082175;-28.810909685;0.00428265862499444;0.03626223063302149;1.0004931808691293
13;4.233870967741936;-29.259183318250003;3.582109204175;-29.259183318250003;0.004008413874998951;0.034438230943001656;1.000461592202665
14;3.790322580645161;-29.69607181625;3.1442526115000002;-29.69607181625;0.0030403191999965884;0.03274887678176923;1.0003500909509306
15;3.346774193548387;-30.13595023525;2.7059704855499995;-30.13595023525;0.004636612249996119;0.03113167501911113;1.0005339522142014
16;2.903225806451613;-30.58741827175;2.253475135025;-30.58741827175;0.003609298225001112;0.029554872246440232;1.000415622161419
17;2.459677419354839;-31.022737432;1.81874998325;-31.022737432;0.004203306699999132;0.028110147755659266;1.0004840406773345
18;2.016129032258065;-31.465784033;1.375770883375;-31.465784033;0.004270807824994449;0.02671227015726482;1.0004918158234064
19;1.57258064516129;-31.911567134500004;0.9298108841275;-31.911567134500004;0.0040939100775005954;0.02537591104790654;1.000471439908705
20;1.129032258064516;-32.353769009749996;0.4877434636075;-32.353769009749996;0.004228364807495666;0.024116348410078394;1.000486926999156
21;0.685483870967742;-32.79139633125;0.05014963712275;-32.79139633125;0.004261859822747738;0.02293137959221829;1.0004907851404508
22;0.24193548387096797;-33.23942637025;-0.398163830485;-33.23942637025;0.0039784312150032974;0.02177853596464998;1.0004581387339662
23;-0.20161290322580605;-33.681629238499994;-0.8404088062524999;-33.681629238499994;0.00393632369749497;0.020697530825538032;1.000453288717648
24;-0.6451612903225801;-34.12869435225;-1.28746912855;-34.12869435225;0.003941115149999064;0.01965917471649451;1.0004538406042063
25;-1.088709677419354;-34.573056349750004;-1.73178262325;-34.573056349750004;0.003989617950004742;0.01867872303537216;1.000459427245305
