index;source_power_dbm;input_level_db;etalon_db;measured_db;correction_db;linear_input;linear_correction
0;10.0;-22.735151064250005;9.3615238589;-22.735151064250005;0.0;0.07298648467773007;1.0
1;9.556451612903226;-23.1864160935;8.911838972175;-23.1864160935;0.0015801425249932777;0.06929137753356086;1.0001819371797043
2;9.112903225806452;-23.65504902025;8.443505430150001;-23.65504902025;0.0018795272499971816;0.0656519377428219;1.0002164119850816
3;8.669354838709678;-24.09017550075;8.009032097625;-24.09017550075;0.0025326752249981155;0.06244407331590878;1.0002916275259652
4;8.225806451612904;-24.53612388225;7.562870759;-24.53612388225;0.0023197180999972034;0.05931899792496998;1.0002671030815273
5;7.782258064516129;-24.98428750125;7.114942779425;-24.98428750125;0.0025553575249972482;0.05633595034528305;1.0002942396872236
6;7.338709677419355;-25.42386411575;6.6759272776;-25.42386411575;0.003116470199998389;0.0535558349184578;1.0003588612665675
7;6.89516129032258;-25.86716041525;6.232958253975;-25.86716041525;0.003443746074999865;0.05089111653220096;1.000396554525783
8;6.451612903225806;-26.30877419925;5.7914421578;-26.30877419925;0.0035414338999970596;0.04836835195771042;1.0004078057754733
9;6.008064516129032;-26.752172457;5.34849819535;-26.752172457;0.003995729199999687;0.045961201904960995;1.0004601311524548
10;5.564516129032258;-27.19059539;4.910145523400001;-27.19059539;0.004065990249998208;0.04369887238622749;1.000468224009552
11;5.120967741935484;-27.632116778750003;4.468901809925;-27.632116778750003;0.004343665524999096;0.04153308214738219;1.0005002080366776
12;4.67741935483871;-28.06818353175;4.032140675525;-28.06818353175;0.0036492841249966546;0.03949942953301802;1.000420227632219
13;4.233870967741936;-28.51646819275;3.58360342385;-28.51646819275;0.003396693449992938;0.03751255026462301;1.000391135258626
14;3.790322580645161;-28.95394720225;3.145609012775;-28.95394720225;0.002881291874992087;0.03566996144251513;1.0003317760114865
15;3.346774193548387;-29.3918772535;2.7073198986500002;-29.3918772535;0.0025222289999931036;0.03391611798004284;1.0002904245098594
16;2.903225806451613;-29.842908298;2.25475642255;-29.842908298;0.0009897973999954957;0.03219990460775784;1.000113961129992
17;2.459677419354839;-30.279904447;1.820057039825;-30.279904447;0.003286563674997467;0.03061997118369335;1.0003784512208618
18;2.016129032258065;-30.7205231915;1.377154723175;-30.7205231915;0.0010029915249987198;0.02910541797327463;1.0001154803340335
19;1.57258064516129;-31.166432887;0.9310734440199999;-31.166432887;0.0008314078699953598;0.0276489316977315;1.0000957239496273
20;1.129032258064516;-31.608119459250002;0.48916860870499995;-31.608119459250002;0.0006131448049941923;0.026278103996449864;1.000070593395988
21;0.685483870967742;-32.04522292525;0.051577078801249995;-32.04522292525;0.00012508090124896398;0.024988423272398988;1.000014400574619
22;0.24193548387096797;-32.4932075375;-0.39677046408250005;-32.4932075375;-0.00023784973250684516;0.023732288716137962;0.9999726169125014
23;-0.20161290322580605;-32.9351765665;-0.8390075077400001;-32.9351765665;-0.0005058643900071047;0.022554913800915826;0.9999417619057284
24;-0.6451612903225801;-33.382004331;-1.286151236;-33.382004331;-0.0008218281500091962;0.02142396170875099;0.9999053880136356
25;-1.088709677419354;-33.826142657;-1.730315434;-33.826142657;-0.000847700150004016;0.020356019917961668;0.9999024096758091
26;-1.5322580645161281;-34.26153179825;-2.165647684925;-34.26153179825;-0.0007908098250055673;0.019360804967668347;0.9999089587987792
27;-1.975806451612904;-34.71419656125;-2.618224526975;-34.71419656125;-0.0007028888750042483;0.0183776582834439;0.9999190802019027
28;-2.419354838709678;-35.150987668;-3.054361727925;-35.150987668;-4.898307500411647e-05;0.017476345285048104;0.9999943606309857
29;-2.862903225806452;-35.59141689825;-3.4959362599500006;-35.59141689825;-0.0011942848500012815;0.016612276655084558;0.9998625123276763
30;-3.306451612903226;-36.042202097499995;-3.946529104225;-36.042202097499995;-0.0010019298750094663;0.015772113551674228;0.9998846552130004
31;-3.75;-36.48078168625;-4.385695834350001;-36.48078168625;-0.0015890712500095105;0.014995498775054508;0.9998170681454737
32;-4.193548387096774;-36.92124660275;-4.825987072975;-36.92124660275;-0.0014153933749980752;0.014254030044470291;0.9998370600918494
33;-4.637096774193548;-37.36831354375;-5.273300775825;-37.36831354375;-0.0016621552250057903;0.013538929376168456;0.9998086556165051
34;-5.080645161290322;-37.8113723085;-5.717010368725;-37.8113723085;-0.0023129833750061835;0.012865639690570922;0.9997337434005998
35;-5.524193548387096;-38.249378225499996;-6.154534227299999;-38.249378225499996;-0.001830924950006363;0.012232946847742598;0.9997892291904749
36;-5.96774193548387;-38.699295958250005;-6.60474007845;-38.699295958250005;-0.002119043349999572;0.011615427598046124;0.999756065875312
37;-6.411290322580644;-39.13817530125;-7.0439982453250005;-39.13817530125;-0.002497867225002892;0.011043105849151363;0.9997124637546436
38;-6.85483870967742;-39.57880935675;-7.4843194758500005;-39.57880935675;-0.0021850422500051536;0.010496863075539205;0.9997484693535175
39;-7.298387096774192;-40.029824769250006;-7.935296947775;-40.029824769250006;-0.002147101674999874;0.009965721849642305;0.9997528363344729
40;-7.741935483870968;-40.46920808525;-8.375187295575;-40.46920808525;-0.0026541334750049828;0.009474135586814173;0.9996944782725532
41;-8.18548387096774;-40.9214385435;-8.827347561;-40.9214385435;-0.0025839406499983397;0.008993486204786447;0.9997025570838246
42;-8.629032258064516;-41.35687423125;-9.262790736075;-41.35687423125;-0.0025914279750054448;0.008553744789162078;0.9997016953304474
43;-9.072580645161292;-41.800134394000004;-9.706311636299999;-41.800134394000004;-0.0028521654500011095;0.008128179395940717;0.9996716862243706
44;-9.516129032258064;-42.248904984250004;-10.155752532;-42.248904984250004;-0.003522470900001906;0.007718888201990959;0.9995945427707651
45;-9.95967741935484;-42.68822625025;-10.5940939325;-42.68822625025;-0.002542605400009279;0.007338185525623122;0.9997073145761667
46;-10.403225806451612;-43.12807877625001;-11.03375479325;-43.12807877625001;-0.00235094014999504;0.006975832776067968;0.9997293746384562
47;-10.846774193548388;-43.57845757475;-11.4859201835;-43.57845757475;-0.004137531900006763;0.006623341094042477;0.9995237624733705
48;-11.29032258064516;-44.01747896825;-11.92503475675;-44.01747896825;-0.004230711650002661;0.006296889200864253;0.9995130399246599
49;-11.733870967741936;-44.457182438;-12.364565680499998;-44.457182438;-0.00405816565000805;0.005986057415825545;0.9995328955407413
50;-12.177419354838708;-44.907775687249995;-12.81535401;-44.907775687249995;-0.004253245900009972;0.005683439164075641;0.9995104468399617
